#SampleID	Assay_Type	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Experiment	FT	eid	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	Unnamed: 0	Unnamed: 0.1	avg_daily_flow	biochem_oxygen_dem	collection_date	depth	env_biome	env_feature	env_material	geo_loc_name	host	isolation_source	label	lat_lon	mapfile	precipitation_24hour	publication_title	samp_collect_device	samp_size	samp_vol_we_dna_ext	sample_collection_device_or_method	sample_size	sample_volume_for_DNA_extraction	sewage_type	sewer_system_type	source_material_id	suspend_solids	tot_nitro	tot_phosphorus
SRR1594385	AMPLICON	502	PRJNA264400	SAMN03084171	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718530			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_131_Burlington_Bv4v5	10/1/14	63	35	wastewater metagenome	ILLUMINA	10/22/14	SRR1594385	SRS714311	SRP049107	1St_131_Burlington	137		4.57	500	1/16/13		sewage	wastewater treatment plant influent	water	USA:Burlington:Vermont			1St_131_Burlington	44.472 N 73.22 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Combined		500		6
SRR1594386	AMPLICON	502	PRJNA264400	SAMN03084172	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718531			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_132_Lincoln_Bv4v5	10/1/14	45	25	wastewater metagenome	ILLUMINA	10/22/14	SRR1594386	SRS714312	SRP049107	1St_132_Lincoln	138		24	346	1/23/13		sewage	wastewater treatment plant influent	water	USA:Lincoln:Nebraska			1St_132_Lincoln	40.839 N 96.688 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		244	48	12.4
SRR1594387	AMPLICON	502	PRJNA264400	SAMN03084173	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718532			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_133_Whittier_Bv4v5	10/1/14	49	27	wastewater metagenome	ILLUMINA	10/22/14	SRR1594387	SRS714314	SRP049107	1St_133_Whittier	139				1/23/13		sewage	wastewater treatment plant influent	water	USA:Whittier:California			1St_133_Whittier	34.034 N 118.023 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated				
SRR1594388	AMPLICON	502	PRJNA264400	SAMN03084174	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718533			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_134_Austin_Bv4v5	10/1/14	52	29	wastewater metagenome	ILLUMINA	10/22/14	SRR1594388	SRS714313	SRP049107	1St_134_Austin	140		52	180	1/17/13		sewage	wastewater treatment plant influent	water	USA:Austin:Texas			1St_134_Austin	30.279 N 97.651 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated		300		6
SRR1594389	AMPLICON	502	PRJNA264400	SAMN03084175	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718534			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_135_Madison_Bv4v5	10/1/14	53	30	wastewater metagenome	ILLUMINA	10/22/14	SRR1594389	SRS714315	SRP049107	1St_135_Madison	141		36.1	246	1/27/13		sewage	wastewater treatment plant influent	water	USA:Madison:Wisconsin			1St_135_Madison	43.036 N 89.357 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		219	45.7	5.87
SRR1594390	AMPLICON	502	PRJNA264400	SAMN03084176	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718535			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_136_Yuma_Bv4v5	10/1/14	40	23	wastewater metagenome	ILLUMINA	10/22/14	SRR1594390	SRS714316	SRP049107	1St_136_Yuma	142		7.18	310	1/16/13		sewage	wastewater treatment plant influent	water	USA:Yuma:Arizona			1St_136_Yuma	32.73 N 114.664 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		250	40.5	5.6
SRR1594391	AMPLICON	502	PRJNA264400	SAMN03084177	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718536			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_137_Metropolitan_Bv4v5	10/1/14	42	23	wastewater metagenome	ILLUMINA	10/22/14	SRR1594391	SRS714317	SRP049107	1St_137_Metropolitan	143				1/28/13		sewage	wastewater treatment plant influent	water	USA:St. Paul:Minnesota			1St_137_Metropolitan	44.924 N 93.046 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated				
SRR1594392	AMPLICON	502	PRJNA264400	SAMN03084178	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718537			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_138_BlueLake_Bv4v5	10/1/14	35	20	wastewater metagenome	ILLUMINA	10/22/14	SRR1594392	SRS714319	SRP049107	1St_138_BlueLake	144		24	260	1/23/13		sewage	wastewater treatment plant influent	water	USA:Shakopee:Minnesota			1St_138_BlueLake	44.798 N 93.431 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated		300		9.9
SRR1594393	AMPLICON	502	PRJNA264400	SAMN03084179	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718538			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_139_Empire_Bv4v5	10/1/14	61	35	wastewater metagenome	ILLUMINA	10/22/14	SRR1594393	SRS714318	SRP049107	1St_139_Empire	145		10.5	320	1/29/13		sewage	wastewater treatment plant influent	water	USA:Farmington:Minnesota			1St_139_Empire	44.666 N 93.104 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		205	48	8.6
SRR1594394	AMPLICON	502	PRJNA264400	SAMN03084180	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718539			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_140_St_Joseph_Bv4v5	10/1/14	54	30	wastewater metagenome	ILLUMINA	10/22/14	SRR1594394	SRS714320	SRP049107	1St_140_St_Joseph	146				1/15/13		sewage	wastewater treatment plant influent	water	USA:St. Joseph:Missouri			1St_140_St_Joseph	39.731 N 94.866 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Combined				
SRR1594395	AMPLICON	502	PRJNA264400	SAMN03084181	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718540			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_141_Mendenhall_Bv4v5	10/1/14	57	32	wastewater metagenome	ILLUMINA	10/22/14	SRR1594395	SRS714321	SRP049107	1St_141_Mendenhall	147		2.3	322	1/23/13		sewage	wastewater treatment plant influent	water	USA:Juneau:Alaska			1St_141_Mendenhall	58.286 N 134.385 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Combined		252		
SRR1594396	AMPLICON	502	PRJNA264400	SAMN03084182	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718541			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_142_Juneau_Douglas_Bv4v5	10/1/14	58	33	wastewater metagenome	ILLUMINA	10/22/14	SRR1594396	SRS714322	SRP049107	1St_142_Juneau_Douglas	148		1.26	211	1/23/13		sewage	wastewater treatment plant influent	water	USA:Juneau:Alaska			1St_142_Juneau_Douglas	58.364 N 134.599 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Combined		208		
SRR1594397	AMPLICON	502	PRJNA264400	SAMN03084183	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718542			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_143_Salina_Bv4v5	10/1/14	44	25	wastewater metagenome	ILLUMINA	10/22/14	SRR1594397	SRS714323	SRP049107	1St_143_Salina	149		3.38	300	1/15/13		sewage	wastewater treatment plant influent	water	USA:Salina:Kansas			1St_143_Salina	38.833 N 97.607 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		271	37.7	7.2
SRR1594398	AMPLICON	502	PRJNA264400	SAMN03084184	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718543			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_144_Key_West_Bv4v5	10/1/14	43	24	wastewater metagenome	ILLUMINA	10/22/14	SRR1594398	SRS714324	SRP049107	1St_144_Key_West	150				1/16/13		sewage	wastewater treatment plant influent	water	USA:Key West:Florida			1St_144_Key_West	24.569 N 81.797 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated				
SRR1594399	AMPLICON	502	PRJNA264400	SAMN03084185	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718544			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_145_Palo_Alto_Grab_Bv4v5	10/1/14	42	24	wastewater metagenome	ILLUMINA	10/22/14	SRR1594399	SRS714326	SRP049107	1St_145_Palo_Alto_Grab	151				1/15/13		sewage	wastewater treatment plant influent	water	USA:Palo Alto:California			1St_145_Palo_Alto_Grab	37.453 N 122.111 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated				
SRR1594400	AMPLICON	502	PRJNA264400	SAMN03084186	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718545			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_146_Palo_Alto_Comp_Bv4v5	10/1/14	43	24	wastewater metagenome	ILLUMINA	10/22/14	SRR1594400	SRS714327	SRP049107	1St_146_Palo_Alto_Comp	152				1/15/13		sewage	wastewater treatment plant influent	water	USA:Palo Alto:California			1St_146_Palo_Alto_Comp	37.453 N 122.111 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated				
SRR1594401	AMPLICON	502	PRJNA264400	SAMN03084187	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718546			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_147_West_Palm_Beach_Bv4v5	10/1/14	46	26	wastewater metagenome	ILLUMINA	10/22/14	SRR1594401	SRS714325	SRP049107	1St_147_West_Palm_Beach	153		41.36	257	1/15/13		sewage	wastewater treatment plant influent	water	USA:West Palm Beach:Florida			1St_147_West_Palm_Beach	26.741 N 80.132 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated		284		5.43
SRR1594402	AMPLICON	502	PRJNA264400	SAMN03084188	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718547			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_148_Kelso_Bv4v5	10/1/14	52	29	wastewater metagenome	ILLUMINA	10/22/14	SRR1594402	SRS714328	SRP049107	1St_148_Kelso	154		0.08	378	1/15/13		sewage	wastewater treatment plant influent	water	USA:Kelso:Washington			1St_148_Kelso	46.324 N 122.73 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated		150		
SRR1594403	AMPLICON	502	PRJNA264400	SAMN03084189	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718548			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_149_Steamboat_Springs_Bv4v5	10/1/14	49	28	wastewater metagenome	ILLUMINA	10/22/14	SRR1594403	SRS714329	SRP049107	1St_149_Steamboat_Springs	155		2	8	1/16/13		sewage	wastewater treatment plant influent	water	USA:Steamboat Springs:Colorado			1St_149_Steamboat_Springs	40.496 N 108.858 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		8		
SRR1594404	AMPLICON	502	PRJNA264400	SAMN03084190	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718549			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_15_Gloucester_Bv4v5	10/3/14	53	32	wastewater metagenome	ILLUMINA	10/22/14	SRR1594404	SRS714330	SRP049107	1St_15_Gloucester	156		3.35	329	8/10/12		sewage	wastewater treatment plant influent	water	USA:Gloucester:Massachusetts			1St_15_Gloucester	42.611 N 70.68 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Combined		315	16.38	
SRR1594405	AMPLICON	502	PRJNA264400	SAMN03084191	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718550			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_150_Roswell_Bv4v5	10/1/14	51	29	wastewater metagenome	ILLUMINA	10/22/14	SRR1594405	SRS714331	SRP049107	1St_150_Roswell	157				1/24/13		sewage	wastewater treatment plant influent	water	USA:Roswell:Georgia			1St_150_Roswell	34.002 N 84.392 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated				
SRR1594406	AMPLICON	502	PRJNA264400	SAMN03084192	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718551			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_151_Laramie_Bv4v5	10/1/14	36	21	wastewater metagenome	ILLUMINA	10/22/14	SRR1594406	SRS714332	SRP049107	1St_151_Laramie	158		3.6	174	1/24/13		sewage	wastewater treatment plant influent	water	USA:Laramie:Wyoming			1St_151_Laramie	41.338 N 105.605 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		144	22	2
SRR1594407	AMPLICON	502	PRJNA264400	SAMN03084193	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718552			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_152_Metro_North_Bv4v5	10/1/14	41	23	wastewater metagenome	ILLUMINA	10/22/14	SRR1594407	SRS714333	SRP049107	1St_152_Metro_North	159		69.4		1/23/13		sewage	wastewater treatment plant influent	water	USA:Denver:Colorado			1St_152_Metro_North	39.808 N 104.956 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated				
SRR1594408	AMPLICON	502	PRJNA264400	SAMN03084194	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718553			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_153_Metro_South_Bv4v5	10/1/14	38	22	wastewater metagenome	ILLUMINA	10/22/14	SRR1594408	SRS714334	SRP049107	1St_153_Metro_South	160		50.3		1/23/13		sewage	wastewater treatment plant influent	water	USA:Denver:Colorado			1St_153_Metro_South	39.808 N 104.956 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated				
SRR1594409	AMPLICON	502	PRJNA264400	SAMN03084195	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718554			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_154_Augusta_Bv4v5	10/1/14	31	17	wastewater metagenome	ILLUMINA	10/22/14	SRR1594409	SRS714335	SRP049107	1St_154_Augusta	161		31.2		1/29/13		sewage	wastewater treatment plant influent	water	USA:Augusta:Georgia			1St_154_Augusta	33.395 N 81.976 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated				
SRR1594410	AMPLICON	502	PRJNA264400	SAMN03084196	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718555			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_156_Marathon_Bv4v5	10/1/14	66	36	wastewater metagenome	ILLUMINA	10/22/14	SRR1594410	SRS714337	SRP049107	1St_156_Marathon	162		0.07		2/28/13		sewage	wastewater treatment plant influent	water	USA:Marathon:Florida			1St_156_Marathon	24.746 N 80.983 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated				
SRR1594411	AMPLICON	502	PRJNA264400	SAMN03084197	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718556			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_157_Augusta_Bv4v5	10/1/14	104	64	wastewater metagenome	ILLUMINA	10/22/14	SRR1594411	SRS714336	SRP049107	1St_157_Augusta	163		37.42	226	5/8/13		sewage	wastewater treatment plant influent	water	USA:Augusta:Georgia			1St_157_Augusta	33.395 N 81.976 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		170		
SRR1594412	AMPLICON	502	PRJNA264400	SAMN03084198	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718557			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_158_Bozeman_Bv4v5	10/1/14	100	62	wastewater metagenome	ILLUMINA	10/22/14	SRR1594412	SRS714339	SRP049107	1St_158_Bozeman	164		4.43		5/14/13		sewage	wastewater treatment plant influent	water	USA:Bozeman:Montana			1St_158_Bozeman	45.723 N 111.069 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		274		
SRR1594413	AMPLICON	502	PRJNA264400	SAMN03084199	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718558			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_159_Burlington_Bv4v5	10/1/14	102	63	wastewater metagenome	ILLUMINA	10/22/14	SRR1594413	SRS714338	SRP049107	1St_159_Burlington	165		3.13	220	5/2/13		sewage	wastewater treatment plant influent	water	USA:Burlington:Vermont			1St_159_Burlington	44.472 N 73.22 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Combined		892		
SRR1594414	AMPLICON	502	PRJNA264400	SAMN03084200	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718559			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_16_Bedford_Hills_Bv4v5	10/1/14	38	23	wastewater metagenome	ILLUMINA	10/22/14	SRR1594414	SRS714340	SRP049107	1St_16_Bedford_Hills	166		0.24		8/9/12		sewage	wastewater treatment plant influent	water	USA:Bedford:New York			1St_16_Bedford_Hills	41.243 N 73.677 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		11		2.13
SRR1594415	AMPLICON	502	PRJNA264400	SAMN03084201	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718560			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_160_Denver_Bv4v5	10/1/14	99	61	wastewater metagenome	ILLUMINA	10/22/14	SRR1594415	SRS714341	SRP049107	1St_160_Denver	167		85		4/29/13		sewage	wastewater treatment plant influent	water	USA:Denver:Colorado			1St_160_Denver	39.808 N 104.956 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated				
SRR1594416	AMPLICON	502	PRJNA264400	SAMN03084202	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718561			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_162_Farmington_Bv4v5	10/1/14	105	65	wastewater metagenome	ILLUMINA	10/22/14	SRR1594416	SRS714342	SRP049107	1St_162_Farmington	168		10.5	213	5/13/13		sewage	wastewater treatment plant influent	water	USA:Farmington:Minnesota			1St_162_Farmington	44.666 N 93.104 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated		111	39.6	6.9
SRR1594417	AMPLICON	502	PRJNA264400	SAMN03084203	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718562			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_163_Iowa_City_Bv4v5	10/1/14	77	48	wastewater metagenome	ILLUMINA	10/22/14	SRR1594417	SRS714344	SRP049107	1St_163_Iowa_City	169		7.2	200	5/15/13		sewage	wastewater treatment plant influent	water	USA:Iowa City:Iowa			1St_163_Iowa_City	41.611 N 91.506 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		370		
SRR1594418	AMPLICON	502	PRJNA264400	SAMN03084204	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718563			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_164_Juneau_Mendenhall_Bv4v5	10/1/14	51	31	wastewater metagenome	ILLUMINA	10/22/14	SRR1594418	SRS714343	SRP049107	1St_164_Juneau_Mendenhall	170		2.57	290	5/16/13		sewage	wastewater treatment plant influent	water	USA:Juneau:Alaska			1St_164_Juneau_Mendenhall	58.286 N 134.385 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Combined		250		
SRR1594419	AMPLICON	502	PRJNA264400	SAMN03084205	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718564			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_165_Juneau_Douglas_Bv4v5	10/1/14	70	43	wastewater metagenome	ILLUMINA	10/22/14	SRR1594419	SRS714345	SRP049107	1St_165_Juneau_Douglas	171		1.1		5/16/13		sewage	wastewater treatment plant influent	water	USA:Juneau:Alaska			1St_165_Juneau_Douglas	58.286 N 134.385 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Combined		303		
SRR1594420	AMPLICON	502	PRJNA264400	SAMN03084206	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718565			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_166_Kelso_Bv4v5	10/1/14	106	65	wastewater metagenome	ILLUMINA	10/22/14	SRR1594420	SRS714346	SRP049107	1St_166_Kelso	172		0.04	213	5/6/13		sewage	wastewater treatment plant influent	water	USA:Kelso:Washington			1St_166_Kelso	46.324 N 122.73 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated		288		
SRR1594421	AMPLICON	502	PRJNA264400	SAMN03084207	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718566			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_167_Key_West_Bv4v5	10/1/14	81	49	wastewater metagenome	ILLUMINA	10/22/14	SRR1594421	SRS714347	SRP049107	1St_167_Key_West	173				5/16/13		sewage	wastewater treatment plant influent	water	USA:Key West:Florida			1St_167_Key_West	24.569 N 81.797 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated				
SRR1594422	AMPLICON	502	PRJNA264400	SAMN03084208	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718567			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_168_Laramie_Bv4v5	10/1/14	89	55	wastewater metagenome	ILLUMINA	10/22/14	SRR1594422	SRS714348	SRP049107	1St_168_Laramie	174		3.4	192	5/8/13		sewage	wastewater treatment plant influent	water	USA:Laramie:Wyoming			1St_168_Laramie	41.338 N 105.605 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated		130	22.8	1.9
SRR1594423	AMPLICON	502	PRJNA264400	SAMN03084209	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718568			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_169_Lincoln_Bv4v5	10/1/14	57	35	wastewater metagenome	ILLUMINA	10/22/14	SRR1594423	SRS714349	SRP049107	1St_169_Lincoln	175		24.6	281	5/9/13		sewage	wastewater treatment plant influent	water	USA:Lincoln:Nebraska			1St_169_Lincoln	40.839 N 96.688 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		240	47	9.7
SRR1594424	AMPLICON	502	PRJNA264400	SAMN03084210	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718569			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_170_Madison_Bv4v5	10/1/14	49	30	wastewater metagenome	ILLUMINA	10/22/14	SRR1594424	SRS714350	SRP049107	1St_170_Madison	176		42.57	219	4/28/13		sewage	wastewater treatment plant influent	water	USA:Madison:Wisconsin			1St_170_Madison	43.036 N 89.357 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Composite	1 L	25 ml				influent	Separated		205	36	4.6
SRR1594425	AMPLICON	502	PRJNA264400	SAMN03084211	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718570			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_171_Marathon_Bv4v5	10/1/14	59	35	wastewater metagenome	ILLUMINA	10/22/14	SRR1594425	SRS714351	SRP049107	1St_171_Marathon	177		0.06		5/9/13		sewage	wastewater treatment plant influent	water	USA:Marathon:Florida			1St_171_Marathon	24.746 N 80.983 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated			0.3	0.48
SRR1594426	AMPLICON	502	PRJNA264400	SAMN03084212	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718571			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_172_Memphis_Bv4v5	10/1/14	41	25	wastewater metagenome	ILLUMINA	10/22/14	SRR1594426	SRS714352	SRP049107	1St_172_Memphis	178		70	735	4/30/13		sewage	wastewater treatment plant influent	water	USA:Memphis:Tennessee			1St_172_Memphis	35.188 N 90.055 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated		32	74.6	16.9
SRR1594427	AMPLICON	502	PRJNA264400	SAMN03084213	MIMARKS.survey	UNIVERSITY OF WISCONSIN-MILWAUKEE	public	sra	ncbi	SRX718572			0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	1St_173_Missoula_Bv4v5	10/1/14	76	47	wastewater metagenome	ILLUMINA	10/22/14	SRR1594427	SRS714355	SRP049107	1St_173_Missoula	179		8	5	5/22/13		sewage	wastewater treatment plant influent	water	USA:Missoula:Montana			1St_173_Missoula	46.88 N 114.042 W	map.j123.txt		Sewage reflects the microbiomes of human populations	Grab	1 L	25 ml				influent	Separated		3.5	8	0.3
